id,alim_nom_fr,portions,quantities
b0722d57-7d18-4ae2-854e-39b0381c5a37,Sel au céleri,Pincée,1g
46fc43d3-5de4-4cf4-b16a-c3656d05fe3c,"Sel blanc alimentaire, iodé, non fluoré (marin, ignigène ou gemme)",Pincée,1g
ca29a480-6973-440f-8de6-f22863d5f1cd,"Fleur de sel, non iodée, non fluorée",Pincée,1g
40a67191-d1f1-4b55-861b-cfdf5f5ff1a4,"Sel marin gris, non iodé, non fluoré",Pincée,1g
5eab6acf-af5c-4176-8343-59b0bc3a31fd,"Sel blanc alimentaire, iodé, fluoré à 25 mg /100 g (marin, ignigène ou gemme)",Pincée,1g
ea85753c-384c-48a3-b6c1-eb369ac48ace,"Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, aux esters de stérol végétal",Cuillère à soupe,15g
8274c213-e2f4-42ac-93fe-92b27a86fef6,Sauce (aliment moyen),Cuillère à soupe,15ml
650861f3-6670-494a-904c-dd9de85ede91,"Olive noire, à l'huile (à la grecque)",Unité,5g
a848491f-6b0b-4314-b5c0-3824e37d5a9e,Bûche de Noël pâtissière,Part,100g
a1688c4f-dd82-4684-8baf-c3ed21e12d38,"Cornichon, au vinaigre",Unité,5g
e14bad9f-a1ab-45d3-9f6e-2165af3343b0,Moutarde à l'ancienne,Cuillère à café,5g
bc5bd260-7a31-416b-8dfb-37bb86784fb0,Sirop pour fruits appertisés au sirop,Cuillère à soupe,15ml
37ef56cb-f746-4a1b-b0e0-3c9b4a0f504f,Sirop léger pour fruits appertisés au sirop,Cuillère à soupe,15ml
023d4b7c-d0c2-49b4-9b55-8448f01d9a5a,Jus d'ananas pour ananas appertisé au jus,Verre,200ml
72293945-8e68-4835-b700-ce7a0dae65ca,Boisson infantile céréales lactées aux légumes pour diner dès 12 mois,Portion,200ml
6e88c6b7-a579-4865-b18b-1aaae6778dac,Vinaigre balsamique,Cuillère à soupe,15ml
41b97a03-7c3b-4499-8084-4a1a23dd0e40,"Cornichon, aigre-doux",Unité,5g
d7c891af-511b-4c51-8920-6b6d865ae837,"Lait infantile pour prématurés, prêt à consommer",Portion,200ml
df88cc83-7751-4071-931f-7ed5e8508e11,Olive noire (aliment moyen),Unité,5g
1e085972-2297-487e-a595-5441ad22ffa2,Olive (aliment moyen),Unité,5g
3c6a1dfb-8935-4942-87aa-2fa9ad35d000,"Bouillon de boeuf, déshydraté",Cuillère à soupe,5g
a5de569b-a235-4168-918d-ac518fcaf578,"Fond de veau pour sauces et cuisson, déshydraté",Cuillère à soupe,5g
674b5f85-12f9-4370-bf43-0e64480c2454,"Fond de volaille pour sauces et cuisson, déshydraté",Cuillère à soupe,5g
d5543566-338a-447f-a78f-4fc07687a38a,"Bouillon de volaille, déshydraté",Cuillère à soupe,5g
3c12a941-00ad-4edd-8d9c-19d5a0a716bb,"Gelée au madère, déshydratée",Cuillère à soupe,5g
f3c65d8b-d822-438b-a588-26f5ca11a034,Gelée au madère,Cuillère à soupe,20g
e5aedb8f-9723-4c65-ac0d-1afb4a7f51ac,"Fond de veau, préemballé",Cuillère à soupe,5g
410e3ab6-4fc1-447f-904d-e2638b8f16b1,"Pizza, sauce garniture pour",Cuillère à soupe,15ml
720e9cf7-4f68-488f-9f12-ac478f0e0858,"Bouillon de viande et légumes type pot-au-feu, déshydraté",Cuillère à soupe,5g
f8edf73a-265f-499a-9462-456ec8a3b812,"Bouillon de viande et légumes type pot-au-feu, non dégraissé, déshydraté",Cuillère à soupe,5g
85351ad4-8754-4c21-a50b-0a1465e21011,"Sel blanc alimentaire, non iodé, non fluoré (marin, ignigène ou gemme)",Pincée,1g
71112aea-d670-4d7d-a2b1-edc1149e557d,"Gingembre, poudre",Pincée,1g
65b7e9b8-ad2f-4ea1-83ad-7f3333645880,"Poivre noir, poudre",Pincée,1g
058a6dc1-e3b3-4113-a92a-92ce520f31b0,"Cannelle, poudre",Pincée,1g
d0bc6855-9fe6-4e08-b53b-f7590de49b38,Safran,Pincée,0.1g
d0aaf427-4cac-475c-ab99-3ce5821c9cf7,"Cumin, graine",Pincée,1g
53029b8d-0159-47de-b10e-bf15241577e5,Noix de muscade,Pincée,1g
d55e9a25-97ec-46ff-ac04-f8f65bc3d5c3,Paprika,Pincée,1g
5a365bde-4443-4c9a-b996-f9f20b8c451e,"Carvi, graine",Pincée,1g
3ae0764f-db8c-48fc-88e7-cfd0c734046a,"Fenouil, graine",Pincée,1g
8a90b4ab-a7bc-475b-b2a5-11149e94ed19,"Fenugrec, graine",Pincée,1g
061170c1-7585-4b89-84ac-c478cadf8761,Epice (aliment moyen),Pincée,1g
4d53b790-eae4-456e-bbbf-601346b269a7,Poivre de Cayenne ou piment de Cayenne,Pincée,1g
13dadc4c-ff50-4ca0-b1d3-c7cfbaa3b02c,"Curcuma, poudre",Pincée,1g
e7d1eee7-0b4c-4826-bf99-aacb5452cde2,"Poivre blanc, poudre",Pincée,1g
76fc4cf8-fb68-4cc8-9970-71736f4bf4d0,Son de blé,Cuillère à soupe,10g
e797539e-0f10-4466-91fd-1aadc7feeee8,"Substitut de repas hypocalorique, crème dessert",Portion,200g
dc7f345e-4d8a-41d9-89e6-e3bf0d04461e,"Substitut de repas hypocalorique, prêt à boire",Bouteille,250ml
123ac026-ed39-4b22-b113-e0bcfd6685f9,"Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé",Verre,200ml
5c41ea1f-16fb-4b89-bc43-362fd47ab382,Soupe pour bébé légumes et pomme de terre,Petit pot,130g
453f33c7-b7b5-402d-9fbb-1264de655625,"Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé, type milk-shake",Verre,200ml
71c457d3-27c7-4506-81f1-fae48d14ac25,Son d'avoine,Cuillère à soupe,10g
7cd4704b-50c9-4cb2-ba86-dbe6f0379ee1,Levure alimentaire,Cuillère à soupe,8g
a51859fa-7fee-4559-8584-2a92a2363aa0,"Gélatine, sèche",Feuille,2g
1762c722-03ed-49c4-b17e-820a8a8f193c,Sirop léger pour poire appertisée,Cuillère à soupe,15ml
7651a965-be31-416d-bbe7-9732b796cb6c,"Tofu soyeux, préemballé",Part,100g
ba02509e-7742-4315-89a7-23b6d9c5f489,"Pollen, partiellement séché",Cuillère à café,5g
80da48bc-4f22-48b3-ba2e-91116045dde4,"Lait 1er âge, poudre soluble (préparation pour nourrissons)",Dose,30g
d40f7e97-f725-4c34-acc9-9d1b04cf45be,"Lait 2e âge, poudre soluble (préparation de suite)",Dose,30g
c55a33f3-a899-4929-b7fa-69cd51e3ed78,Base de pizza à la crème,Part,100g
3f222947-0bba-4609-8e10-f07df8404232,Base de pizza tomatée,Part,100g
66bc18ec-2dbe-4d1e-ace7-b0cfa3b1664e,Boisson infantile céréales lactées aux légumes pour dîner dès 4/6 mois,Bouteille,200ml
b4db9b5c-876e-480e-8bf3-a941797ff811,Boisson infantile céréales lactées aux fruits pour le goûter dès 4/6 mois,Bouteille,200ml
ba93ce3d-cf9f-481e-af38-1dc7cb55d5de,Boisson infantile céréales lactées pour le petit déjeuner dès 4/6 mois,Bouteille,200ml
abf5bd50-a10d-4adb-b7b0-e0aeb28171d7,Boisson infantile céréales lactées pour le petit déjeuner dès 8/9 mois,Bouteille,200ml
a3f34e0b-efac-4a80-ad13-7243dc2d3556,Boisson infantile céréales lactées pour le petit déjeuner dès 12 mois,Bouteille,200ml
3650a1de-8355-411f-b3ee-724822c38d4c,Vin rouge,Verre,125ml
fdfef173-53c0-46ec-98c8-23028c6fbd46,Boisson infantile lactées aux fruits pour le goûter dès 4/6 mois (sans céréales),Bouteille,200ml
7887b4be-e4a8-4d5b-9d85-bc3c580a96fd,Boisson infantile céréales lactées pour le petit déjeuner,Bouteille,200ml
929ba19a-336a-4120-84f5-cd42925bf888,Boisson infantile céréales lactées (aliment moyen),Bouteille,200ml
3cee0a64-b5a1-44b5-bd47-08b04fbdf8ff,"Lait de croissance infantile, liquide (aliment lacté destiné aux enfants en bas âge)",Bouteille,200ml
05d61b38-5eca-4c9a-b274-d1ad195fed3a,"Lait 1er âge, prêt à consommer (préparation pour nourrissons)",Bouteille,200ml
a0f6f75d-dba7-40b1-8871-b090c89140d6,"Levure de boulanger, compressée",Cube,42g
bb8ae55b-2a39-4ee4-b964-0e5bd3cd12c8,"Lait 2e âge, prêt à consommer (préparation pour nourrissons)",Bouteille,200ml
1a4fc0d4-a5fd-48bd-95ad-579ab91f90f3,"Salade de pommes de terre, fait maison",Portion,200g
324e2cae-793e-4ecf-843c-35a0bbe2af8a,"Petit pot légumes, dès 4-6 mois",Petit pot,130g
380a33aa-58c9-4b93-98a2-79211c6d9178,"Petit pot légumes, avec féculent, dès 4/6 mois",Petit pot,130g
caf8045d-2b98-4e01-a17e-bacd2468bbf1,"Plat légumes, avec féculent, dès 6-8 mois",Portion,200g
fbd756fd-2add-45a3-bd71-3822e7c60e56,"Plat légumes, avec féculent et lait/crème, dès 6-8 mois",Portion,200g
a429bc39-6cc9-47b1-a808-f8af9faa3a8f,"Plat légumes, avec féculent et lait/crème, dès 8-12 mois",Portion,200g
edc0a860-831b-42a2-87e9-9cfeeb74665b,"Plat légumes, avec féculent et lait/crème, dès 12 mois",Portion,200g
b98ebf50-4ca1-422f-b800-e679b4f2df0a,"Soupe pour bébé légumes, céréales et lait",Petit pot,130g
9f095816-eccf-4423-8e44-c8d981eac140,"Plat légumes, avec féculent et lait/crème, dès 18 mois",Portion,200g
372c1183-c214-4b3c-8503-04bbbc6ed2cb,"Plat légumes, avec féculent et viande/poisson, dès 6-8 mois",Portion,200g
384e2477-71c8-4b41-be27-0c40761e6a12,"Plat légumes, avec féculent et viande/poisson, dès 8-12 mois",Portion,200g
8038f11b-d110-4972-aba5-6036778f9186,"Plat légumes, avec féculent et viande/poisson, dès 12 mois",Portion,200g
346c2cc7-0795-4ed1-b30c-e2b3ad2ffbe2,"Plat légumes, avec féculent et viande/poisson, dès 18 mois",Portion,200g
8895530b-dcdd-4594-8446-06de6bcf220c,Dessert lacté infantile type crème dessert,Petit pot,100g
5bba0fe2-e406-49d2-a91c-f765431ec849,Dessert lacté infantile au riz ou à la semoule,Petit pot,100g
0e2f1469-56f5-403b-8ce1-51fcba3b4876,Dessert lacté infantile nature sucré ou aux fruits,Petit pot,100g
6a64052c-6f04-4149-92d8-c878544e9f95,"Céréales instantanées, poudre à reconstituer, dès 4/6 mois",Cuillère à soupe,10g
9395ae13-b53c-481f-9ffe-c393772422d2,"Céréales instantanées, poudre à reconstituer, dès 6 mois",Cuillère à soupe,10g
b3f5af1c-9d8d-4f93-85df-6c510349f730,Biscuit pour bébé,Unité,10g
71923b99-d85c-445c-8840-e4c3feb9e372,Poudre cacaotée pour bébé,Cuillère à café,5g
529b064e-589d-429f-9ce3-121ac01bbeff,"Salade de thon et légumes, appertisée",Part,200g
1aa837ba-7ce4-4af0-8662-62856ee98b26,"Salade composée avec viande ou poisson, appertisée",Part,200g
c4b2dd3b-ebb4-44f2-b1b3-550108b58d83,"Champignons à la grecque, appertisés",Portion,100g
40e7f6b8-f5da-4d91-8b81-eaaf5c78cc27,"Salade de riz, appertisée",Part,200g
784fc967-c356-4685-9d9f-9271c3019311,"Salade de pâtes, végétarienne",Part,200g
e04d3621-e40e-4d42-bae4-92e2b7512952,"Salade de pâtes aux légumes, avec poisson ou viande, préemballée",Part,200g
fc6833cf-96c8-4ee3-9a71-a0d11e14e388,"Macédoine de légumes en salade, avec sauce, préemballée",Part,200g
a83c93e8-2f6b-4f69-ac6f-6595889e57cf,"Salade César au poulet (salade verte, fromage, croûtons, sauce), préemballée",Part,200g
cddf489b-9e65-4939-b25d-da55ba5624de,"Salade de betterave, avec sauce, préemballée",Part,150g
0e0da0bf-6ffc-40f7-a733-58756187c2ba,"Salade de concombre à la crème/fromage blanc, préemballée",Part,150g
af9b7d1c-1861-4acb-9f8b-eb4321b1de43,"Salade de lentilles et saucisse fumée, préemballée",Part,250g
96f05a10-b2cc-4dbb-a9df-f07e65f4710b,"Salade grecque, avec sauce, préemballée",Part,200g
d4a69044-fdb2-4155-9b94-4be27ee7724a,"Salade de riz à la niçoise, avec sauce, préemballée",Part,200g
4e86af5d-e292-4d06-8d7a-e9f4a1a61686,"Taboulé ou Salade de couscous au poulet, préemballé",Part,200g
775a52b8-26cc-42e6-ac7f-3d6bb573e21f,Amande (avec peau),Poignée,30g
83ea9f12-f4c0-4336-ba70-68d0a5c81422,Cacahuète ou Arachide,Poignée,30g
16247c5c-1f56-418c-ade8-1e5a82dc5694,"Cacahuète, grillée, salée",Poignée,30g
c2c14c1b-db1c-45ad-b8c8-cdd4ddf5c6f2,Noisette,Poignée,30g
8064f4f2-aa7a-43d0-ba5e-8235b4c3a01c,"Noix, séchée, cerneaux",Poignée,30g
759c7462-2f54-4af2-b01d-23519dc3ac32,"Noix de coco, amande, sèche",Cuillère à soupe,10g
1d3f73ab-4de6-4847-b16c-48cc806d9e6f,Noix du Brésil,Unité,5g
c351cd85-e2ad-4f18-a3bb-38b1196eeb86,"Pistache, grillée, salée",Poignée,30g
9e7e5cac-55fc-4bba-bf7b-5b7206664872,"Sésame, graine",Cuillère à soupe,9g
55ab6ce1-fc78-46bf-8261-c39134761a10,"Tournesol, graine",Cuillère à soupe,10g
a0be2fa9-365c-4102-864e-0fd3936da5d1,"Noix de coco, amande immature, fraîche",Morceau,50g
0035fa84-ded1-4be3-b0e5-2d27c1ca4983,"Crème de marrons vanillée, appertisée",Cuillère à soupe,20g
d03502dd-1f4b-4cd2-b44e-8e41492cf8cf,"Noix de cajou, grillée, salée",Poignée,30g
fcdb8ef9-aaef-4b64-815c-26a25d83a037,"Châtaigne, grillée",Unité,10g
982ca3cf-8161-464a-a8ba-144fd4c791c5,"Noix, fraîche",Unité,10g
c38963c9-7249-4feb-ae60-6c1762e898ba,"Châtaigne, crue",Unité,10g
c48429bf-2691-4830-898f-10e86477709b,Pignon de pin,Cuillère à soupe,10g
92ab9b2a-a221-4d8c-84f5-817d202d408a,Noix de pécan,Unité,5g
08beb798-00d7-4b59-8071-016430d39486,Noix de macadamia,Unité,5g
8d2a59b4-26af-467a-88e4-6ac0ce4e3069,"Cucurbitacées, graine",Cuillère à soupe,10g
ca61d9ea-b949-420b-a331-dfc1d40e41d8,"Luzerne, graine germée",Cuillère à soupe,10g
95b4e4cc-0a74-4c7d-b224-9552d863aee5,"Lin, graine",Cuillère à soupe,10g
7380ac3e-0bc8-4e00-8afd-86f6ee963c46,"Sésame, graine décortiquée",Cuillère à soupe,9g
3f61eedc-008d-4cbb-85cf-5c30780095b7,"Cacahuète, grillée à sec, salée",Poignée,30g
5b834ce4-a2ac-45ef-937c-ac8d731f3584,"Sésame, grillé, graine décortiquée",Cuillère à soupe,9g
1aa3371d-c9af-4921-a0d9-34ecc36a7a2c,"Châtaigne ou Marron, appertisé",Part,100g
73dbbb39-e67d-4eed-8c23-2ef065a89454,"Amande, mondée, émondée ou blanchie",Poignée,30g
86dc67f8-4131-4b6e-9241-6230d10a9417,"Amande, grillée, salée",Poignée,30g
406ebecd-7525-4324-9496-4b36748d3a56,"Noix de macadamia, grillée, salée",Poignée,30g
a39251bf-3802-4f9f-bb10-4822b1071d11,"Pistache, grillée",Poignée,30g
c5f1f6a3-604e-4539-82ff-ac2f28cdcfd4,"Tournesol, graine, grillé, salé",Cuillère à soupe,10g
7c3b414d-a3c3-449c-85be-a7bb7f47723b,"Noix de pécan, salées",Poignée,30g
6b16b8bf-d30c-4403-a736-441033652157,Mélange apéritif de graines (non salées) et fruits séchés,Poignée,30g
7e6b1266-f45e-48cb-8580-dd6e7fb795e5,"Noisette grillée, salée",Poignée,30g
d0a186b4-f12e-4be9-8ef1-375e6dc48c8d,"Lin, brun, graine",Cuillère à soupe,10g
b6f1cb50-f7cb-430b-9e56-6f5038701c30,"Cacahuète, grillée, sans sel ajouté",Poignée,30g
219bd08b-7939-419a-8a43-1aa7c645bce6,Beurre de cacahuète ou Pâte d'arachide,Cuillère à soupe,15g
11d54c90-42a1-4705-a31a-e584b4ac1698,Tahin ou Purée de sésame,Cuillère à soupe,15g
fc05cccb-d9ae-40c0-bba9-8799c564b2a9,"Arachide, bouillie/cuite à l'eau, salée",Poignée,30g
8cdf9df4-d9f7-4289-89fe-d02831d89c12,Gelée royale,Cuillère à café,5g
c1021056-44da-4908-bdd7-3eada0785acb,"Haché à base de boeuf ou Préparation de viande hachée de boeuf, 15% MG, cru, prémeballé",Part,100g
597e65d2-9a86-4ed8-a0b2-697e7b6a29e6,"Crème d'Isigny AOP, >= 35% MG",Cuillère à soupe,15g
b789b378-8578-4f92-87d2-1ad7ee3fc358,"Crème de lait, 15 à 20% MG, légère, fluide, rayon frais",Cuillère à soupe,15g
5100664e-1ee2-421f-a0a6-27c44a8c580a,"Biscuit sec, petits fours en assortiment",Unité,10g
e9d64658-6343-4379-a7fd-b13a97e673d8,Barre goûter frais au lait et chocolat,Barre,30g
e7d33c95-6840-4bd3-b50e-70f9f75ade7c,"Édulcorant à l'aspartame, en poudre",Cuillère à café,2g
1f78e0ff-df76-4741-a0c8-7cc9a9887d20,Sirop d'érable,Cuillère à soupe,15g
548a4555-ad40-4503-be27-7c6f6119b065,Sucre vanillé,Sachet,8g
2ddb90e3-2913-45ee-9e5c-4a49536abed9,Caramel liquide ou nappage caramel,Cuillère à soupe,15g
26e0e30b-4113-4f78-bbf1-7bdc634fedb0,Chocolat noir fourrage confiseur à la menthe,Carreau,10g
75d2aec2-5e66-47f8-a676-da2424fc7f77,Sucre allégé à l'aspartame,Cuillère à café,2g
bbdf27af-cbc4-4875-9aa3-2cd9d7c37a82,Sirop d'agave,Cuillère à soupe,15g
e43c6033-fc23-4ebf-a453-3df665f40e05,"Chocolat noir à moins de 70% de cacao, à croquer, tablette",Carreau,10g
2f0c6e83-d304-47a7-b598-2d31cf63dbdb,"Chocolat au lait aux céréales croustillantes, tablette",Carreau,10g
715abda9-dfa4-4432-b76a-9d5283bd981c,"Chocolat blanc, tablette",Carreau,10g
33ac22d0-d6c5-4f01-9976-bb715386d8e4,"Chocolat au lait aux fruits secs (noisettes, amandes, raisins, praline), tablette",Carreau,10g
1ac1289d-6cbb-4a76-871f-dffd0aedda26,"Biscuit sec chocolaté, préemballé",Biscuit,10g
02773c04-0b11-44bb-9df8-536b25812ebf,"Chocolat blanc aux fruits secs (noisettes, amandes, raisins, praliné) , tablette",Carreau,10g
673e60a7-a208-4cee-9047-0fc3b78eaafb,Pâte à tartiner chocolat et noisette,Cuillère à soupe,15g
1802648a-5beb-4da5-800c-eb25805060e8,Bouchée chocolat fourrage fruits à coques et/ou praliné,Unité,15g
7a76a854-2b13-401e-b93b-4d10fbb458d8,Rocher chocolat fourré praliné,Unité,15g
a8373df1-dea4-486a-bb4d-f168fe69b04b,"Chocolat noir aux fruits (orange, framboise, poire), tablette",Carreau,10g
b3e9dab3-7838-4d0f-b7a8-946c8478e0fa,Chocolat au lait fourré,Carreau,10g
38fcd719-306b-4501-9735-7f6402f71fa1,"Chocolat noir fourré praliné, tablette",Carreau,10g
637ce3d5-c28c-43fd-9cff-09e5963d4a26,"Chocolat au lait fourré au praliné, tablette",Carreau,10g
e6afe2d5-a896-4444-8b99-d6be7cae022a,"Chocolat noir à 40% de cacao minimum, à pâtisser, tablette",Carreau,10g
eda51402-2629-4c7e-991b-e6e8ae722ebc,Bonbon / bouchée au chocolat fourrage gaufrettes / biscuit,Unité,15g
92a45257-2fc5-4793-b0ce-c6b382ebff4f,Barre goûter frais au lait et chocolat avec génoise,Barre,30g
27dffd72-aa65-47c6-87f0-8278884c8ea3,"Bonbons, tout type",Unité,5g
b5aaec2c-f0dd-4ce7-a8f6-9d84e3c43d3c,Zeste d'orange confit,Cuillère à soupe,10g
373f432e-6e31-44c7-a665-988648e8f214,Nougat ou touron,Part,30g
c99873e8-3592-4bf1-8108-72aba80940a6,Guimauve ou marshmallow,Unité,10g
035400db-03f6-42b5-9d5a-719e54b0d138,Bonbon dur et sucette,Unité,10g
94a737a1-2b16-43eb-8d24-ad59ee27e1ea,Bonbon gélifié,Unité,5g
9fc19d85-080f-498b-bd15-75273a582837,"Bonbon au caramel, mou",Unité,10g
71d2aa8c-81db-4501-8671-e0e074747e01,"Guimauve ou marshmallow, enrobé de chocolat",Unité,15g
fdfe561c-4e66-4912-a1c5-6d73fba1aedc,Bonbon dur au caramel,Unité,10g
8e4d9725-84e5-461e-a7eb-b4c29c893408,Confiture de lait,Cuillère à soupe,20g
e9f603c4-db40-40b5-a90c-b1ead1a56592,Gelée de fruits divers (extra ou classique),Cuillère à soupe,15g
71840697-2660-450f-b4c3-963c64d8a31e,"Tartine craquante, extrudée et grillée, fourrée au chocolat",Unité,15g
f42ad0fa-5f4f-4461-ab57-19b5a162812d,"Tartine craquante, extrudée et grillée, fourrée aux fruits",Unité,15g
78bf5114-651c-4668-8f97-249ce5671b12,"Biscuit sec, sans précision",Biscuit,10g
84f92b80-f661-4b69-b8ae-72d4d04115ff,Biscuit sec nature,Biscuit,10g
a9d80519-bede-4f19-87ae-ab8c39141da6,Biscuit sec à teneur garantie en vitamines,Biscuit,10g
4b3ab967-18a4-44c3-a847-389bfe1b9799,Biscuit sec à teneur garantie en vitamines et minéraux,Biscuit,10g
e7afc117-d156-4e1f-b17d-bcd0eb81ab3d,"Biscuit sec aux fruits, hyposodé",Biscuit,10g
07bdbc09-96f0-4509-a670-fd64b6d87145,"Biscuit sec aux fruits hyposodé, sans sucres ajoutés",Biscuit,10g
613fc781-0ed7-4d0a-a39c-413158d48e5a,"Biscuit sec croquant au chocolat, allégé en matière grasse",Biscuit,10g
49d26973-daa2-4d84-9e8c-3a59e4521c1f,Confiture de cerise (extra ou classique),Cuillère à soupe,20g
91fb6425-3708-4d75-aae1-eaa5b120a67e,"Biscuit sec, avec matière grasse végétale",Biscuit,10g
cccb8177-cf68-4b28-a3b0-02dc6909027b,Biscuit sec petit beurre,Biscuit,10g
b2abd243-7f93-4048-acab-2daea0096263,Biscuit sec avec tablette de chocolat,Biscuit,15g
1ada4a25-7a3d-44d9-9751-441eb599ef13,"Biscuit sec croquant (ex : tuile) sans chocolat, allégé en matière grasse",Biscuit,10g
a9b984ad-1851-4d04-9c38-e6bf4cdb1a3f,Biscuit sec pour petit déjeuner,Biscuit,15g
e75a699f-e3ff-4d0a-b286-82ef4055b656,"Biscuit sec pour petit déjeuner, allégé en sucres",Biscuit,15g
0925977c-faeb-483b-9465-eccc6034b8fa,Biscuit sec fourré à la pâte ou purée de fruits,Biscuit,15g
7ef3c249-4752-47de-b7c6-7f15113d9484,Biscuit sec avec nappage chocolat,Biscuit,15g
003869c2-6d49-4b38-b993-4d9a855182c7,"Barre biscuitée fourrée aux fruits, allégée en matière grasse",Barre,30g
64f22b2b-444b-44c7-81eb-e3cc9fd46e78,"Biscuit sec pour petit déjeuner, au chocolat",Biscuit,15g
f7731682-61d5-4067-bb1b-96bb3e65a89c,"Biscuit sec au beurre, sablé, galette ou palet",Biscuit,15g
e47eeb9f-8a09-4529-9b3d-2e6c91acfe5f,"Biscuit sec au beurre, sablé, galette ou palet, au chocolat",Biscuit,15g
e9811271-e266-42c2-88bf-f4b2d56ff174,"Biscuit sec chocolaté, type barquette",Biscuit,10g
d0cac68d-7238-44c6-ad25-3395fe333e7a,"Biscuit sec chocolaté, type tartelette",Biscuit,15g
53472b8e-cd28-4f91-9657-93ff778bb907,"Biscuit sec chocolaté, type galette",Biscuit,15g
1f737447-598f-4a82-b3b7-0eee9b137bb1,"Biscuit sec, sablé, galette ou palet, aux fruits",Biscuit,15g
12a9d505-8ef0-440e-8018-d9bcaa093eae,Sablé à la noix de coco,Biscuit,15g
f4ed12ab-e427-44f2-8864-6db38b7d4649,"Sablé aux fruits (pomme, fruits rouges, etc.)",Biscuit,15g
19ff30dd-f036-4c47-8f35-9cf6e095cb11,"Goûter sec fourré (""sandwiché"") parfum lait ou vanille",Biscuit,15g
00415b97-e42b-49f7-b8c0-08ae800b5b88,"Goûter sec fourré (""sandwiché"") parfum chocolat",Biscuit,15g
51b7009a-8972-4c34-ade0-4f26f5e022a2,"Goûter sec fourré (""sandwiché"") parfum fruits",Biscuit,15g
aa6b99ff-25c0-4eea-82de-c4f692a26b42,Gaufrette ou éventail sans fourrage,Gaufrette,10g
faffd954-524b-42f8-9695-ecb453f4d865,"Gaufrette fourrée chocolat, préemballée",Gaufrette,15g
d4863564-9ad4-4f3c-a8dc-bddadab832f1,Crumble aux pommes,Part,100g
0b4b0190-ff2d-4fa6-8cb3-0f54307f442a,"Gaufrette fourrée fruits à coque (noisette, amande, praline, etc.), chocolatée ou non, préemballée",Gaufrette,15g
5c381ce4-aeda-4c87-9098-7a86f5377ab3,"Gaufrette fourrée, aux fruits",Gaufrette,15g
2a8b45be-29e1-4e72-bb0a-84c47105e61a,Crêpe dentelle,Crêpe,5g
b62085b7-078f-411f-9f59-156fb226a871,"Crêpe dentelle au chocolat, préemballée",Crêpe,10g
e3157f2b-c589-4703-ab12-d5376a63143f,Biscuit sec aux oeufs à la cuillère (cuiller) ou Boudoir,Biscuit,10g
fe8d2f92-7256-43b0-b7b9-f2013e2be22d,Biscuit sec type langue de chat ou cigarette russe,Biscuit,5g
8e644cab-00be-4023-8522-d88d77b27c47,Meringue,Meringue,10g
1436e3b5-fb4f-4c2b-a463-4b8227e626cf,"Biscuit sec feuilleté, type palmier ou autres",Biscuit,15g
ee95251b-2a0e-450d-b783-dad106de2c38,"Palmier, artisanal",Palmier,20g
bdbe321a-2a04-4304-b035-0a53dd069fc1,"Biscuit sec nappé aux fruits, tartelette",Tartelette,30g
108c6c4b-95a1-4bab-a7b5-b32aaf93c124,Biscuit moelleux fourré à l'orange et enrobé de sucre glace,Biscuit,20g
c056d396-1262-4107-acb9-65b691293bc0,Cookie aux pépites de chocolat,Cookie,20g
06d41fd8-813c-4778-aece-77e9547c218a,"Cône ou cornet classique, pour glace",Cône,10g
1b8b08d3-741b-4e89-8618-49c03e25f4c0,Génoise sèche fourrée aux fruits et nappée de chocolat,Part,30g
d8bcf238-295e-4a19-8921-43e36a7d0af2,Biscuit sec pauvre en glucides,Biscuit,10g
2b988caf-cc75-4719-b7b9-3a18b322ac30,Barre céréalière chocolatée aux fruits,Barre,30g
fb9b7732-df46-4f09-a4d1-d112305ef855,Gâteau Paris-Brest (pâte à choux crème mousseline praliné),Part,100g
999c382d-9927-4ba0-901f-ecd8d4de9f2c,"Gâteau au chocolat type forêt noire (génoise au chocolat et crème multi-couches, avec ou sans cerises)",Part,100g
a77c5ce0-a6ab-42ac-9934-b5e435e883c5,"Gâteau mousse de fruits sur génoise, type miroir, bavarois",Part,100g
11df2a7b-0b40-43ea-a8f6-043fbc6a3517,Entremets type Opéra,Part,100g
de3fa9f5-f239-45ba-ac5f-9ee5cb6690a9,Fraisier ou framboisier,Part,100g
f3f3e097-fc32-40e5-a314-d5fe6b3c51cd,Baba au rhum,Part,80g
dfaa8e0c-d5ed-4595-ac91-bc307c53dc84,"Gaufre croustillante (fine ou sèche), chocolatée, préemballée",Gaufre,30g
9cf4eb88-abfa-42c3-87fd-00acd2a32641,Macaron moelleux fourré à la confiture ou à la crème,Macaron,15g
08c6f905-af83-4ff0-979a-0ee35d0e9bb7,Rocher coco ou Congolais (petit gâteau à la noix de coco),Rocher,20g
a148577f-7fe4-495c-b9d2-8d069777177e,"Quatre-quarts, fabrication artisanale",Part,80g
2852ee77-2700-4b60-acf1-96b5decb71e2,"Barre pâtissière, préemballé",Barre,50g
c7a2cda4-9d93-4083-8ff8-b9c963c84883,Far aux pruneaux,Part,100g
b74c1393-7370-43e5-b4d5-513c5c7093b0,Kouign Amann,Part,80g
